"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.945753833E0,6.207573158E-3,-5.483290432E-3,6.672842503E-3,1.063613020E-2
5.955697833E0,-5.143669072E-2,-1.111985557E-2,-1.054077566E-2,5.367021792E-2
5.965641833E0,-1.168664080E-1,-2.363480198E-2,1.834914744E-2,1.206360328E-1
5.975585833E0,-1.190327375E-1,1.362265573E-2,-7.544662356E-3,1.200470377E-1
5.985529833E0,-1.677628297E-2,1.393863835E-2,-3.578495979E-4,2.181415517E-2
5.995473833E0,3.178975377E-2,-7.987863030E-3,-1.817080736E-2,3.747762853E-2
6.005417833E0,-1.134684722E-1,8.582460908E-3,9.071370363E-3,1.141535921E-1
6.015361833E0,-6.539372953E-2,-6.759573156E-3,-1.398420095E-2,6.721301636E-2
6.025305833E0,1.669992199E-3,-5.946919816E-3,-2.309650183E-3,6.594635184E-3
6.035249833E0,1.928036221E-2,6.435523205E-3,-2.461677790E-3,2.047457407E-2
6.045193833E0,-7.066557460E-2,-7.290299339E-3,7.566297054E-3,7.144242961E-2
6.055137833E0,-9.833644459E-2,-7.720997022E-3,-1.715573072E-3,9.865400813E-2
6.065082833E0,-1.823494858E-2,-1.054682844E-2,-1.234054863E-2,2.441389113E-2
6.075026833E0,6.702333026E-2,-1.415546956E-2,-1.697914481E-2,7.057475098E-2
6.084970833E0,2.240680447E-3,-8.654441047E-3,2.331284881E-3,9.238770908E-3
6.094914833E0,-7.402660440E-2,2.062390619E-3,1.311004221E-2,7.520681366E-2
6.104858833E0,-1.500108657E-2,-4.951997800E-3,-2.159376740E-3,1.594420862E-2
6.114802833E0,4.815221376E-2,9.758399930E-3,-1.548225760E-2,5.151273978E-2
6.124746833E0,4.239728361E-2,2.159833554E-3,-3.239825249E-2,5.340263386E-2
6.134690833E0,3.079902073E-3,-9.849292156E-3,3.720349431E-2,3.860821599E-2
6.144634833E0,-1.938381225E-2,8.835101738E-3,-8.180254698E-4,2.131807603E-2
6.154578833E0,3.173273428E-2,-1.263497878E-2,-9.053828716E-3,3.533526465E-2
6.164522833E0,-6.463635522E-3,3.266400844E-4,-8.305969834E-3,1.052969196E-2
6.174466833E0,-1.073650206E-2,1.320145978E-4,1.563896298E-2,1.897016256E-2
6.184410833E0,2.614061711E-3,5.998836695E-3,1.458704889E-2,1.598753751E-2
6.194354833E0,-4.106436512E-2,5.788081116E-2,-8.301175117E-2,1.092127338E-1
6.204298833E0,-5.949861696E-4,-2.463523317E-3,3.090195000E-2,3.100570060E-2
6.214243833E0,4.989217155E-2,-3.095807870E-2,-1.924552560E-2,6.179014221E-2
6.224187833E0,-1.273889020E-2,-1.980520920E-2,-2.034246325E-3,2.363606975E-2
6.234131833E0,1.859668566E-2,-6.132600890E-3,-2.508806348E-2,3.182540558E-2
6.244075833E0,8.557221036E-2,3.485780152E-2,-3.796363235E-2,9.989447880E-2
6.254019833E0,9.991600594E-2,-6.787562133E-3,4.406461716E-2,1.094119268E-1
6.263963833E0,2.600757012E-2,2.868950064E-3,-3.018332720E-2,3.994568586E-2
6.273907833E0,4.657125912E-2,2.260560523E-2,-1.042733967E-2,5.280743297E-2
6.283851833E0,1.161173706E-1,3.683323308E-3,7.083901763E-3,1.163915473E-1
6.293795833E0,6.243497903E-2,-9.414179369E-3,-7.738205194E-3,6.361315272E-2
6.303739833E0,-1.179639944E-1,-1.086688584E-2,-2.555467129E-2,1.211884252E-1
6.313683833E0,-6.268306542E-4,-5.387371884E-2,2.114528596E-2,5.787826550E-2
6.323627833E0,2.083461152E-2,-4.332599505E-3,-3.798585176E-2,4.354052583E-2
6.333571833E0,-2.646041413E-2,3.134363405E-2,-5.803361535E-3,4.142771918E-2
6.343515833E0,-4.405941405E-2,3.100756533E-2,-2.885308564E-2,6.111629590E-2
6.353459833E0,-2.434346625E-3,-1.902304818E-2,2.728895545E-3,1.937135195E-2
6.363403833E0,4.479077739E-2,-4.035793011E-2,1.290422022E-2,6.165626620E-2
6.373347833E0,-1.083714635E-1,-2.380811254E-2,-1.793165624E-2,1.123954831E-1
6.383291833E0,-7.915015860E-2,-2.563366808E-2,5.567134023E-3,8.338360466E-2
6.393236833E0,3.627075378E-2,-5.848371391E-3,-1.464435160E-2,3.955032315E-2
6.403180833E0,-2.807979137E-3,1.563466437E-2,-2.272812724E-2,2.772896040E-2
6.413124833E0,-1.541803873E-2,-1.267834411E-2,2.352510273E-2,3.085266255E-2
6.423068833E0,5.678925477E-4,2.212707230E-2,-6.562914848E-3,2.308682919E-2
6.433012833E0,2.191761636E-2,1.832560098E-2,-2.392622173E-2,3.726491170E-2
6.442956833E0,1.084230469E-2,-3.591207506E-2,1.978288472E-2,4.240984832E-2
6.452900833E0,-7.410930139E-3,-1.472217210E-2,-4.697945416E-2,4.978687930E-2
6.462844833E0,3.339599761E-2,8.158955758E-3,7.507240176E-3,3.518834851E-2
6.472788833E0,3.584408519E-2,-3.281338653E-3,3.615333438E-3,3.617507792E-2
6.482732833E0,2.657376332E-2,-2.345847417E-2,-2.482435405E-2,4.327485946E-2
6.492676833E0,4.518800433E-2,-1.351950034E-2,-2.759885788E-4,4.716787884E-2
6.502620833E0,3.838648197E-2,2.459417704E-2,1.753170669E-2,4.884420418E-2
6.512564833E0,3.687973215E-2,1.009374460E-2,-3.321335435E-2,5.064706537E-2
6.522508833E0,-7.909726870E-2,3.949023985E-2,-1.300420761E-2,8.935863906E-2
6.532452833E0,-4.159198954E-2,-5.464382912E-3,3.314786553E-3,4.208017211E-2
6.542397833E0,4.750344691E-2,-9.881883531E-3,-9.858990312E-3,4.951190544E-2
6.552341833E0,-1.246007395E-2,-1.412649615E-2,-1.025601625E-3,1.886433658E-2
6.562285833E0,1.138954926E-2,-1.894152292E-2,-1.988813460E-2,2.973282732E-2
6.572229833E0,-3.283362337E-3,-6.124307436E-3,-2.376893163E-3,7.344197092E-3
6.582173833E0,-3.475371195E-2,8.701922265E-3,-2.827128768E-3,3.593795490E-2
6.592117833E0,-1.270133554E-2,-1.747564879E-2,-2.902207017E-2,3.618014348E-2
6.602061833E0,-6.588390436E-2,-2.155230699E-2,1.109450698E-2,7.020170137E-2
6.612005833E0,1.143303336E-2,-1.671470448E-2,-1.405319810E-2,2.464929968E-2
6.621949833E0,-1.498068527E-2,2.528786010E-3,-3.201584458E-2,3.543769172E-2
6.631893833E0,-7.840392597E-2,-1.523681616E-2,1.438356578E-2,8.115554903E-2
6.641837833E0,-6.420850805E-2,-1.753113339E-2,-5.526788235E-3,6.678786217E-2
6.651781833E0,-1.715207621E-2,5.229729123E-3,2.111838877E-2,2.770433413E-2
6.661725833E0,4.547936012E-2,-2.393930031E-3,-3.875709951E-2,5.980147039E-2
6.671669833E0,-5.600803935E-2,1.672669128E-4,-1.989690542E-2,5.943749066E-2
6.681613833E0,4.600635870E-2,9.796715181E-3,-1.840001822E-2,5.050862639E-2
6.691557833E0,1.309904031E-1,2.712159717E-2,-1.690196157E-2,1.348322775E-1
6.701501833E0,9.829893105E-2,-9.632785292E-4,2.905247569E-2,1.025068490E-1
6.711446833E0,3.027764553E-2,-2.084236136E-2,-2.378822744E-2,4.378378251E-2
6.721390833E0,2.252855446E-2,-1.259754518E-2,-1.031448841E-2,2.779608933E-2
6.731334833E0,1.293894538E-1,2.129448589E-3,-1.225810289E-2,1.299862546E-1
6.741278833E0,7.518342120E-2,6.199536891E-2,7.651666403E-3,9.774722803E-2
6.751222833E0,2.380620306E-2,-4.200018458E-3,5.553100705E-3,2.480347529E-2
6.761166833E0,7.969645299E-3,-4.276769559E-2,5.850139260E-3,4.389550275E-2
6.771110833E0,-4.285762394E-3,-2.580269373E-2,6.597998142E-3,2.697555083E-2
6.781054833E0,-7.930256993E-2,-3.936712399E-2,1.737617075E-2,9.022527006E-2
6.790998833E0,-1.314599163E-1,-6.856863059E-3,-2.513367176E-2,1.340165199E-1
6.800942833E0,-1.461203020E-1,-3.944378647E-3,-3.007223010E-2,1.492348478E-1
6.810886833E0,-2.547711802E-2,1.272942502E-2,-4.175496697E-3,2.878465870E-2
6.820830833E0,-1.366703975E-2,-1.678646307E-2,-8.516469598E-3,2.326163305E-2
6.830774833E0,2.448430192E-3,-3.374465840E-2,-1.255806506E-2,3.608880407E-2
6.840718833E0,-7.942051923E-2,-2.525761903E-3,-1.240837634E-2,8.042366661E-2
6.850662833E0,-4.945715697E-2,4.869801023E-3,-1.779833972E-2,5.278736814E-2
6.860606833E0,-5.103083457E-2,-3.635751184E-2,-6.123204231E-3,6.295640058E-2
6.870551833E0,-6.761631102E-2,4.630910286E-3,1.648914814E-4,6.777490712E-2
6.880495833E0,-4.905505126E-2,8.024773579E-3,-1.241013050E-2,5.123286430E-2
6.890439833E0,-4.027489965E-2,1.079944871E-2,-2.865135670E-4,4.169865375E-2
6.900383833E0,-6.586378172E-2,-3.240675836E-2,3.006638288E-3,7.346615277E-2
6.910327833E0,-7.050460714E-2,-6.632046753E-3,-2.258837879E-2,7.433114104E-2
6.920271833E0,-1.917693502E-2,1.710419528E-2,5.853062868E-3,2.635463295E-2
6.930215833E0,-4.961620581E-2,7.254290998E-3,-7.367491722E-4,5.014913176E-2
6.940159833E0,-9.094596600E-2,8.787771268E-3,-4.181928635E-3,9.146519657E-2
6.950103833E0,-2.113478838E-2,4.116866027E-2,8.837481737E-3,4.711304439E-2
6.960047833E0,-3.744076336E-2,8.532279921E-3,3.005468845E-4,3.840183446E-2
6.969991833E0,-1.134501449E-1,2.702181535E-2,-1.152720094E-2,1.171921083E-1
6.979935833E0,-9.110919468E-2,1.036176863E-2,-1.032852173E-2,9.227637816E-2
6.989879833E0,-3.338522138E-2,-7.342559743E-2,-2.230069578E-2,8.368519819E-2
6.999823833E0,-1.298392508E-2,-6.395078746E-2,9.434482455E-3,6.593401994E-2
7.009767833E0,2.930693921E-2,-7.528954817E-3,-1.945719481E-2,3.597449480E-2
7.019711833E0,8.536774968E-3,8.005774696E-4,-2.964129031E-2,3.085649919E-2
7.029656833E0,-4.235096270E-2,1.027091523E-2,2.304680049E-2,4.929757352E-2
7.039600833E0,-6.795216960E-2,1.912543612E-2,1.720777094E-2,7.265939059E-2
7.049544833E0,-5.388269523E-2,2.495991581E-2,-1.707153082E-2,6.178818178E-2
7.059488833E0,-6.847201905E-2,-2.396941803E-2,1.421224236E-2,7.392522051E-2
7.069432833E0,-5.242438138E-2,-1.673645110E-2,-4.371846199E-2,7.028320195E-2
7.079376833E0,-6.414136557E-2,-7.535370765E-4,1.959811270E-2,6.707286051E-2
7.089320833E0,-1.641237603E-2,-1.808263546E-2,-1.093897104E-2,2.675834224E-2
7.099264833E0,-7.763987761E-2,-1.076070862E-2,-1.123893321E-2,7.918369191E-2
7.109208833E0,-9.362305887E-2,-3.407628689E-2,-5.251384377E-3,9.976997303E-2
7.119152833E0,-2.686721132E-2,-7.547629362E-3,-9.290056229E-3,2.941290359E-2
7.129096833E0,7.727767001E-3,-5.978355452E-3,-7.044140697E-3,1.204487588E-2
7.139040833E0,-4.924105668E-2,1.909044419E-2,-6.069409847E-4,5.281567096E-2
7.148984833E0,-7.142764038E-2,-9.941408643E-4,-9.291810393E-3,7.203633713E-2
7.158928833E0,-3.808318963E-3,4.541713296E-2,-4.671574473E-2,6.526545844E-2
7.168872833E0,-5.467250789E-2,1.681462563E-2,3.262103140E-2,6.584790387E-2
7.178816833E0,-2.024274996E-2,-1.847487400E-2,-9.440329671E-3,2.898637127E-2
7.188760833E0,-4.886294739E-2,-1.728630407E-2,-1.497998178E-2,5.395186549E-2
7.198705833E0,-1.257535272E-1,-4.324335745E-4,-1.363278329E-2,1.264910644E-1
7.208649833E0,-7.169956332E-2,4.458099939E-2,-1.872219980E-2,8.648013444E-2
7.218593833E0,-5.249465303E-2,-1.470089372E-2,-2.107336521E-3,5.455497906E-2
7.228537833E0,-1.174176634E-1,-8.601631096E-3,6.575778723E-3,1.179158030E-1
7.238481833E0,-3.507412566E-2,3.229309397E-2,-2.291231453E-2,5.289624151E-2
7.248425833E0,7.955707912E-2,2.997285028E-2,-2.216387093E-2,8.785748555E-2
7.258369833E0,2.201779561E-2,-1.034009739E-2,-4.053874612E-3,2.466039004E-2
7.268313833E0,-6.778510369E-2,-2.067396841E-2,-6.148347259E-3,7.113392598E-2
7.278257833E0,-5.671509563E-2,9.935632234E-3,-8.693640232E-3,5.823141970E-2
7.288201833E0,1.566034643E-2,-1.356897098E-2,4.181343913E-3,2.113875732E-2
7.298145833E0,1.188404829E-1,4.422007087E-3,-1.803866029E-3,1.189364050E-1
7.308089833E0,3.629219205E-2,1.076692700E-2,-9.737952948E-3,3.908807552E-2
7.318034333E0,-8.052907823E-2,-5.512800142E-2,-1.227915287E-2,9.836059463E-2
7.327978333E0,-5.984728917E-2,-1.244131832E-2,-6.737746596E-3,6.149700522E-2
7.337922333E0,1.508955312E-1,1.278157122E-1,-1.077583373E-2,1.980465506E-1
7.347866333E0,-3.119197190E-3,1.490334328E-2,6.439538598E-3,1.653198988E-2
7.357810333E0,-1.099177140E-1,1.904799021E-5,1.317728519E-2,1.107047653E-1
7.367755333E0,-9.717683209E-2,-2.445810365E-2,1.202772260E-3,1.002146805E-1
7.377699333E0,-1.317520395E-1,-5.570637784E-2,-2.663172841E-2,1.455027471E-1
7.387643333E0,1.605130132E-2,-1.260843905E-2,4.058435440E-2,4.542804015E-2
7.397587333E0,-1.158497874E-3,1.642067405E-2,-4.922478497E-2,5.190433613E-2
7.407531333E0,-9.786481183E-2,-6.747927147E-2,6.763474345E-3,1.190660239E-1
7.417475333E0,-6.417319179E-2,-2.061756790E-2,6.467020512E-3,6.771340343E-2
7.427419333E0,-7.427297775E-3,2.452035366E-2,-1.538636327E-2,2.988565994E-2
7.437363333E0,-9.143231730E-2,1.075501330E-2,-1.224348485E-2,9.287325707E-2
7.447307333E0,-8.320063451E-2,3.499718453E-2,-1.163595915E-4,9.026163109E-2
7.457251333E0,-7.265212043E-2,-2.557682904E-3,2.280414104E-3,7.273288550E-2
7.467195333E0,-3.426141294E-2,-2.842357110E-2,2.294213533E-2,5.008078858E-2
7.477139333E0,-1.007672600E-2,3.156196360E-2,-3.378521204E-2,4.731953620E-2
7.487083333E0,1.888582316E-1,1.065609097E-1,2.474366248E-2,2.182542278E-1
7.497027333E0,-1.014413983E-1,-2.434285868E-2,-1.881400108E-2,1.060042391E-1
7.506971333E0,-8.139217294E-2,-4.964979304E-3,-1.656633139E-2,8.320925532E-2
7.516915333E0,3.716870338E-2,8.598305492E-3,5.591692328E-3,3.855788364E-2
7.526859333E0,1.758010154E-2,-4.483022554E-3,-1.656165361E-2,2.456513447E-2
7.536804333E0,-8.230500553E-2,9.335496632E-3,9.337418675E-3,8.335738012E-2
7.546748333E0,-1.099940293E-1,2.759964132E-2,3.348115683E-3,1.134532351E-1
7.556692333E0,-3.543693169E-2,1.031449983E-2,3.821974039E-2,5.313109814E-2
7.566636333E0,-5.755282804E-2,1.913168648E-2,-1.057702839E-1,1.219249868E-1
7.576580333E0,-7.742555888E-2,3.285742794E-2,4.852604270E-3,8.424889024E-2
7.586524333E0,-2.375522722E-2,-1.303845722E-3,2.566342950E-2,3.499460598E-2
7.596468333E0,1.835861262E-2,-1.699125951E-2,6.706756353E-4,2.502381591E-2
7.606412333E0,6.650649578E-2,-1.256004763E-3,-4.562582374E-3,6.667464801E-2
7.616356333E0,1.368748217E-2,-1.144553977E-2,1.923675478E-2,2.623738331E-2
7.626300333E0,-8.866784510E-2,-8.918302363E-3,-1.923090756E-2,9.116660944E-2
7.636244333E0,-7.869712729E-4,3.231287629E-2,6.513798237E-3,3.297227419E-2
7.646188333E0,1.178965961E-1,1.216199043E-2,1.849065006E-2,1.199559316E-1
7.656132333E0,1.359368552E-1,2.756177146E-2,-4.722328305E-2,1.465213920E-1
7.666076333E0,-1.049194227E-2,-2.535695317E-2,3.286193669E-2,4.281311493E-2
7.676020333E0,1.689266084E-2,1.747656014E-2,-1.100036681E-2,2.667958422E-2
7.685964333E0,1.257132179E-1,-3.166104650E-2,3.222985268E-3,1.296789214E-1
7.695909333E0,9.807733071E-2,2.286021036E-2,-1.324511290E-2,1.015735449E-1
7.705853333E0,-5.783756004E-2,1.784487991E-3,5.018080473E-3,5.808225960E-2
7.715797333E0,-6.276946717E-2,-6.449084178E-2,-1.055013120E-2,9.061114694E-2
7.725741333E0,-4.265519151E-2,-5.111339908E-2,-3.913833797E-2,7.722599580E-2
7.735685333E0,2.787520277E-2,-2.179640084E-2,1.325563788E-2,3.778653139E-2
7.745629333E0,6.643565311E-2,9.438083289E-3,3.690645576E-2,7.658237328E-2
7.755573333E0,9.917727420E-3,2.024020093E-2,-6.443222344E-2,6.826081210E-2
7.765517333E0,4.594498121E-2,-2.210275382E-2,-2.110844851E-4,5.098546442E-2
7.775461333E0,4.675419931E-2,-4.001157395E-2,2.419285476E-2,6.612242755E-2
7.785405333E0,1.216664330E-1,-8.881826929E-3,-1.487531662E-2,1.228937868E-1
7.795349333E0,5.824045147E-2,-1.153428383E-3,-1.173828542E-2,5.942278964E-2
7.805293333E0,-4.815001192E-2,7.938446064E-4,1.355501533E-2,5.002791498E-2
7.815237333E0,5.249236439E-2,1.539229271E-2,-4.853188992E-3,5.491743291E-2
7.825181333E0,1.332761985E-1,1.770294560E-2,-1.877190113E-2,1.357509618E-1
7.835125333E0,1.885810188E-2,-3.243695831E-2,1.895024121E-2,4.203446102E-2
7.845069333E0,5.630812942E-2,1.277882486E-2,-6.397847950E-2,8.618091229E-2
7.855013333E0,1.829532016E-1,2.799948351E-2,1.730366528E-2,1.858904567E-1
7.864958333E0,1.283829195E-1,-2.409681881E-2,5.413293779E-2,1.413973326E-1
7.874902333E0,5.038771394E-2,-2.627014664E-2,-6.786278486E-3,5.722845355E-2
7.884846333E0,4.938642394E-2,1.411639371E-2,-3.717484295E-2,6.340552333E-2
7.894790333E0,3.248172880E-1,1.239316444E-2,1.626227617E-2,3.254601707E-1
7.904734333E0,5.147868561E-1,2.355582803E-2,-2.385196209E-2,5.158772144E-1
7.914678333E0,4.125137187E-1,1.668824812E-2,-9.481844902E-3,4.129600115E-1
7.924622333E0,4.415141542E-1,-5.244419681E-3,1.042675495E-2,4.416683931E-1
7.934566333E0,6.174591755E-1,7.828586361E-3,-2.774211466E-2,6.181316568E-1
7.944510333E0,7.085029545E-1,3.232969845E-2,-2.669487834E-2,7.097423916E-1
7.954454333E0,5.031550265E-1,1.582193972E-2,8.782517910E-3,5.034803344E-1
7.964398333E0,5.595658933E-1,4.338888916E-2,-3.222926795E-2,5.621701792E-1
7.974342333E0,6.499516413E-1,3.951229939E-2,-2.623704135E-2,6.516799369E-1
7.984286333E0,6.463578694E-1,2.215015510E-2,4.155031443E-3,6.467506390E-1
7.994230333E0,5.203635649E-1,1.290341281E-2,-4.222274423E-3,5.205406472E-1
8.004174333E0,4.148901733E-1,9.234971917E-3,-9.007050991E-3,4.150906740E-1
8.014118333E0,3.565648550E-1,1.007072005E-2,-1.363979995E-2,3.569677288E-1
8.024062333E0,3.768635007E-1,4.551071239E-3,-7.493791580E-3,3.769654723E-1
8.034007333E0,2.354488094E-1,1.923397050E-4,2.392680645E-3,2.354610451E-1
8.043951333E0,1.034333254E-1,-6.932366944E-3,-1.043143272E-3,1.036706259E-1
8.053895333E0,8.552079141E-2,3.643845466E-3,2.407883406E-3,8.563224437E-2
8.063839333E0,1.084748679E-1,-8.182091089E-3,-8.062725663E-3,1.090813967E-1
8.073783333E0,7.980558579E-2,-2.784311047E-3,-8.355086446E-3,8.029004534E-2
8.083727333E0,3.090686532E-2,3.108788689E-3,-4.309982657E-3,3.136040244E-2
8.093671333E0,1.512144785E-4,-1.117594773E-2,6.471113563E-3,1.291510682E-2
8.103615333E0,2.963180685E-2,-1.001850053E-2,-1.148685515E-2,3.332209735E-2
8.113559333E0,2.696953302E-2,-7.283450559E-3,-6.095137596E-3,2.859291985E-2
8.123503333E0,1.472220180E-2,7.001720974E-4,1.540156603E-3,1.481909407E-2
8.133447333E0,-3.218143956E-2,-8.924242083E-3,-7.738789916E-3,3.428084039E-2
8.143391333E0,-2.731982692E-2,-5.281795609E-3,1.544249654E-3,2.786853091E-2
8.153335333E0,1.237710287E-2,4.138192718E-3,-9.232168794E-3,1.598593929E-2
8.163279333E0,2.563572831E-2,3.548923001E-4,-1.222535849E-2,2.840380089E-2
8.173223333E0,-1.030677740E-2,-5.038002119E-3,-1.267442465E-2,1.709538434E-2
8.183167333E0,-6.206828551E-3,3.194720490E-3,-5.488196611E-3,8.879823293E-3
8.193111333E0,-4.208981143E-3,4.382754797E-3,-1.371990681E-2,1.500532921E-2
8.203056333E0,1.473760555E-2,-5.378411711E-3,-1.820998371E-2,2.403596964E-2
8.213000333E0,1.150589515E-2,-1.253632643E-2,3.508329391E-4,1.701964122E-2
8.222944333E0,6.624895334E-3,-7.098647710E-3,5.739042163E-3,1.127903553E-2
8.232888333E0,-3.660448361E-3,2.658042024E-3,-1.192481160E-2,1.275402687E-2
8.242832333E0,1.983932862E-2,-1.756673174E-3,-1.731360555E-2,2.639025952E-2
8.252776333E0,2.469559654E-2,5.930444258E-3,-7.434734702E-3,2.646352088E-2
8.262720333E0,1.367535833E-3,5.179652061E-3,4.981827736E-4,5.380254251E-3
8.272664333E0,-5.979033820E-3,-8.918378879E-3,-1.117753744E-2,1.549915064E-2
8.282608333E0,-4.472060166E-3,-1.236231295E-3,-6.975728273E-4,4.691929006E-3
8.292552333E0,-5.870814649E-3,-1.971187188E-3,2.745852470E-3,6.774344940E-3
8.302496333E0,4.156986605E-3,6.548832423E-3,-1.012737751E-2,1.275662647E-2
8.312440333E0,-1.207727775E-2,2.066173037E-3,-1.671309650E-2,2.072335165E-2
8.322384333E0,-2.080976542E-2,-1.892065053E-3,-1.476655841E-2,2.558666634E-2
8.332328333E0,-8.758197147E-3,-1.965396503E-3,-2.180134356E-2,2.357683994E-2
8.342272333E0,-9.317465052E-3,-7.515788303E-3,4.245663285E-3,1.270149147E-2
8.352216333E0,2.302569570E-3,-1.038323773E-2,-1.536297441E-2,1.868513942E-2
8.362160333E0,3.567358861E-3,1.530990636E-3,-1.491332352E-2,1.541029526E-2
8.372105333E0,-2.782032117E-2,-1.822115737E-6,-1.625935256E-2,3.222323415E-2
8.382049333E0,2.051239796E-3,9.182178526E-4,-8.325265646E-3,8.623268336E-3
8.391993333E0,-1.104126077E-2,-2.604166270E-3,8.440455794E-3,1.413974595E-2
8.401937333E0,-1.675575376E-2,-5.370133676E-4,1.255981922E-3,1.681134017E-2
8.411881333E0,-2.004571706E-2,-5.266597416E-3,-1.595822096E-2,2.615784083E-2
8.421825333E0,-1.586495787E-3,-1.491499774E-2,-2.089853346E-2,2.572397379E-2
8.431769333E0,-1.827916358E-2,-9.184882863E-3,-9.673048854E-3,2.262869348E-2
8.441713333E0,-1.768979165E-2,-9.523879759E-3,-6.978067160E-3,2.126796736E-2
8.451657333E0,-1.440530098E-2,-1.089305784E-2,1.038582444E-2,2.083354878E-2
8.461601333E0,-6.554911472E-3,-2.459833404E-4,-1.416254103E-2,1.560784869E-2
8.471545333E0,-1.510070851E-3,-9.606655547E-3,-2.935302258E-3,1.015795964E-2
8.481489333E0,-9.645749666E-3,-1.554903007E-2,-1.386374831E-2,2.295683645E-2
8.491433333E0,-1.379743723E-2,-8.940734772E-3,-9.822152853E-3,1.915151950E-2
8.501377333E0,-8.802800439E-4,4.455565194E-3,-1.266682327E-2,1.345642471E-2
8.511321333E0,-1.848741582E-2,-4.991751443E-3,-1.596055984E-2,2.492873034E-2
8.521265333E0,-2.309856663E-2,-1.009477586E-2,2.600256801E-3,2.534185501E-2
8.531209333E0,-6.243711691E-3,1.383076522E-2,-4.434528351E-3,1.580946058E-2
8.541154333E0,-2.203639249E-2,7.990456590E-3,-1.027297318E-2,2.559265458E-2
8.551098333E0,-1.354953356E-2,3.021674598E-3,6.043682098E-3,1.514088737E-2
8.561042333E0,-7.445186600E-3,-2.702108845E-3,-7.128925323E-3,1.065616122E-2
8.570986333E0,-3.556157788E-3,9.409317729E-4,-1.386491776E-2,1.434460021E-2
8.580930333E0,-1.792119521E-2,-2.505807137E-3,-7.128925323E-3,1.944916151E-2
8.590874333E0,-1.151425484E-2,-1.063797648E-2,-1.850468338E-2,2.425217340E-2
8.600818333E0,-1.111314498E-2,5.564435396E-3,-2.038339376E-3,1.259443369E-2
8.610762333E0,-1.401780417E-2,1.843885195E-3,3.349285126E-3,1.452984712E-2
8.620706333E0,-1.175514185E-2,-8.511082622E-3,2.058219910E-4,1.451427745E-2
8.630650333E0,-4.268028885E-3,1.147994013E-3,-1.027238846E-2,1.118284067E-2
8.640594333E0,-2.072655223E-4,-2.472989640E-5,-9.823907018E-3,9.826124346E-3
8.650538333E0,-1.275243016E-2,-1.883754755E-2,3.498389125E-3,2.301556862E-2
8.660482333E0,-1.188752647E-2,-1.914407184E-2,-1.141961217E-3,2.256352914E-2
8.670426333E0,-7.121753348E-3,-7.342232207E-3,-7.430056930E-3,1.264252706E-2
8.680370333E0,-1.802281799E-2,-4.813540415E-4,-1.102258623E-2,2.113175518E-2
8.690314333E0,-2.268407213E-2,-5.344413350E-3,-5.633792281E-3,2.397643630E-2
8.700258333E0,-1.946080363E-2,-3.495476652E-3,-2.490913868E-3,1.992851944E-2
8.710203333E0,-1.970116074E-2,-1.062994113E-2,-5.334414840E-3,2.301276525E-2
8.720147333E0,-1.122836254E-2,-1.525202920E-2,2.899049520E-3,1.915998455E-2
8.730091333E0,-1.577493816E-2,-5.595574674E-3,-1.311705887E-2,2.126537945E-2
8.740035333E0,-6.033924557E-3,1.730146287E-3,-2.105056107E-2,2.196651481E-2
8.749979333E0,-8.713721763E-3,-8.524403881E-4,-1.581145585E-2,1.807367526E-2
8.759923333E0,-9.763251292E-3,-1.557786472E-3,2.151190639E-3,1.011807272E-2
8.769867333E0,-1.273380130E-2,-1.074091488E-2,-1.626052201E-2,2.327920798E-2
8.779811333E0,-1.894633088E-2,-3.509799475E-3,-5.035037398E-3,1.991566589E-2
8.789755333E0,-2.033940260E-2,-5.274025779E-4,-5.335584283E-3,2.103420812E-2
8.799699333E0,-1.961440268E-2,3.805175514E-3,-8.478462696E-3,2.170457286E-2
8.809643333E0,-8.724338114E-3,5.875563799E-3,-1.892158985E-3,1.068721625E-2
8.819587333E0,-1.135128197E-2,1.368796068E-3,-2.120258868E-2,2.408889727E-2
8.829531333E0,-1.827955644E-2,-1.374889735E-2,-6.532509327E-3,2.378756061E-2
8.839475333E0,-1.437269362E-2,-7.663489884E-3,-3.989555240E-3,1.676961389E-2
8.849419333E0,-2.024366358E-2,-1.235393328E-2,-7.134187818E-3,2.476534309E-2
8.859363333E0,-3.416602110E-2,-4.649545431E-3,-8.481386304E-3,3.550871983E-2
8.869308333E0,-1.599853934E-2,-1.031630139E-3,-1.295158267E-3,1.608399691E-2
8.879252333E0,1.116865698E-2,-7.908302068E-4,-1.237329304E-2,1.668720144E-2
8.889196333E0,-3.415450025E-3,5.654060535E-3,-4.291271567E-3,7.877100423E-3
8.899140333E0,-9.858588316E-3,2.236512878E-3,-7.136526704E-3,1.237431884E-2
8.909084333E0,-9.776398391E-3,1.429387726E-2,3.490203023E-3,1.766562792E-2
8.919028333E0,-7.859379603E-3,-8.605069761E-3,-6.240733266E-3,1.321982697E-2
8.928972333E0,-1.690971826E-2,-2.233614452E-2,-1.537232995E-2,3.195544479E-2
8.938916333E0,-6.097513027E-3,-8.282438788E-3,-1.303344369E-3,1.036711937E-2
8.948860333E0,-1.052145244E-2,4.648472490E-3,-1.603891253E-3,1.161385918E-2
