"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.922759083E0,-1.425867520E-2,-7.404886493E-3,-3.408342004E-3,1.642434040E-2
2.932703083E0,-2.159661107E-2,-5.388224755E-2,-1.073958099E-2,5.903430199E-2
2.942647083E0,-5.213236777E-2,-3.588201900E-2,-1.926949918E-2,6.615600242E-2
2.952591083E0,-5.658380737E-2,-4.539270713E-2,2.085000157E-2,7.547812717E-2
2.962535083E0,-2.406667596E-2,-3.242227175E-2,-3.004357874E-2,5.032916869E-2
2.972480083E0,-1.414109454E-1,1.131170363E-2,-1.163011193E-2,1.423385739E-1
2.982424083E0,-9.117146753E-2,3.091608839E-2,-3.662812829E-2,1.030032077E-1
2.992368083E0,-3.607260397E-2,-1.325249957E-2,5.258517981E-2,6.513111881E-2
3.002312083E0,-1.856730888E-1,-9.368212488E-3,-3.378462732E-2,1.889541224E-1
3.012256083E0,-1.976823379E-1,-5.836146142E-2,3.487864137E-3,2.061468702E-1
3.022200083E0,-1.222738674E-1,-6.700862086E-2,-2.121252894E-2,1.410355462E-1
3.032144083E0,-1.379007705E-1,-6.228385591E-2,-3.453424037E-2,1.552047518E-1
3.042088083E0,-1.428253960E-1,-5.313734426E-2,-8.542782068E-4,1.523922599E-1
3.052032083E0,-1.414600803E-1,-3.917390092E-2,-4.456630826E-2,1.534004715E-1
3.061976083E0,-1.390780525E-1,-3.130249798E-2,4.838687897E-2,1.505451465E-1
3.071920083E0,-8.132774393E-2,-5.098943354E-2,-6.911759734E-2,1.182851070E-1
3.081864083E0,-3.545614984E-2,-9.906458739E-2,1.246334016E-2,1.059540744E-1
3.091808083E0,-3.013109283E-2,-1.718957148E-2,-1.283405364E-2,3.698752568E-2
3.101752083E0,-1.088060487E-1,1.576976703E-2,-2.256323576E-2,1.122343147E-1
3.111696083E0,-2.022930593E-2,-3.502750782E-2,3.629951477E-3,4.061191537E-2
3.121640083E0,-2.902609013E-2,2.080269851E-2,-2.691122532E-2,4.471554788E-2
3.131585083E0,-1.717634581E-1,4.513754925E-2,-8.200135231E-3,1.777844935E-1
3.141529083E0,-1.325979123E-1,5.174022974E-3,-1.462388635E-3,1.327068779E-1
3.151473083E0,-8.435514897E-2,1.402541012E-2,-9.245032668E-3,8.601147549E-2
3.161417083E0,-7.852777731E-2,5.705132880E-2,-1.537993133E-2,9.827516581E-2
3.171361083E0,5.574951933E-2,-1.065177226E-2,-2.804909348E-3,5.682725292E-2
3.181305083E0,-1.118193747E-1,3.124468363E-2,2.136572599E-3,1.161222104E-1
3.191249083E0,-6.619737907E-2,1.916947068E-2,5.582336783E-3,6.914278044E-2
3.201193083E0,-1.387397180E-2,-1.806999771E-2,-3.662871301E-2,4.313553672E-2
3.211137083E0,-5.788540214E-3,-8.852556590E-3,-1.301590204E-3,1.065688008E-2
3.221081083E0,-4.198683192E-2,-1.868570495E-2,-1.672011316E-2,4.890410829E-2
3.231025083E0,-4.832018416E-2,1.276856939E-2,-1.657510221E-2,5.265558446E-2
3.240969083E0,-1.029241060E-1,8.273480329E-2,1.321295321E-2,1.327139835E-1
3.250913083E0,-4.146453851E-2,6.570541353E-2,3.932837248E-3,7.779445051E-2
3.260857083E0,-1.014666601E-1,7.344770264E-2,-1.604475975E-3,1.252701979E-1
3.270801083E0,-6.621847473E-2,4.796247161E-2,-2.051203251E-3,8.178931784E-2
3.280745083E0,-3.997780171E-2,5.614048335E-2,-2.285325766E-2,7.261026020E-2
3.290689083E0,-1.726339715E-2,-2.998422494E-2,-4.588310122E-3,3.490173658E-2
3.300634083E0,-3.356471262E-2,-7.216658226E-2,-1.087348223E-2,8.032955959E-2
3.310578458E0,-5.530670238E-2,-8.922407976E-2,-1.744224429E-3,1.049895712E-1
3.320522458E0,-3.081141409E-2,-1.038972380E-1,2.429927409E-2,1.110604972E-1
3.330466458E0,-1.656246674E-4,-1.600859838E-1,4.959082067E-2,1.675911666E-1
3.340410458E0,-1.339794084E-1,-1.171087660E-3,-2.171527255E-1,2.551610462E-1
3.350354458E0,-1.273972800E-1,-2.601131142E-2,1.073765141E-1,1.686308721E-1
3.360298458E0,-1.568527248E-2,7.440947369E-4,-1.057468951E-2,1.893160077E-2
3.370242458E0,-2.503759241E-2,1.194093895E-1,9.343265891E-3,1.223633113E-1
3.380186458E0,2.498412237E-2,1.177152319E-1,-8.163297772E-3,1.206139363E-1
3.390130458E0,-2.586192877E-2,3.194712153E-2,1.519165099E-2,4.382059097E-2
3.400074458E0,2.525193398E-2,4.730584300E-2,-3.779289365E-2,6.560339749E-2
3.410018458E0,1.121115893E-1,1.956427651E-2,2.927700877E-3,1.138434926E-1
3.419962458E0,6.381843025E-2,-7.079922915E-3,-2.461326957E-2,6.876576464E-2
3.429906458E0,3.869584079E-2,-3.267779964E-2,5.477086902E-3,5.094315621E-2
3.439850458E0,1.584573515E-1,-1.089295163E-2,3.531718254E-3,1.588705815E-1
3.449795458E0,6.606033952E-2,2.307211254E-2,2.781520486E-3,7.002876332E-2
3.459739458E0,3.542435104E-3,1.937006216E-2,-4.553811550E-3,2.021102061E-2
3.469683458E0,6.068039406E-4,4.101827262E-2,-2.999738574E-2,5.082037043E-2
3.479627458E0,1.171924634E-1,3.717892687E-3,-1.113309860E-2,1.177787845E-1
3.489571458E0,1.409126347E-1,3.886361476E-2,6.682782769E-3,1.463263844E-1
3.499515458E0,6.985023519E-2,-1.218405796E-2,-9.629779458E-3,7.155584726E-2
3.509459458E0,7.973820576E-2,-4.067008006E-3,-5.885222554E-3,8.005846524E-2
3.519403458E0,1.232510285E-1,1.720148062E-2,-9.173111916E-3,1.247832238E-1
3.529347458E0,1.722007568E-1,-1.412910684E-2,-9.919801354E-3,1.730639615E-1
3.539291458E0,1.634477308E-1,4.368642108E-3,2.355843186E-3,1.635230740E-1
3.549235458E0,5.755802658E-2,3.983066201E-2,1.311530471E-3,7.000805791E-2
3.559179458E0,1.122513926E-1,5.011452106E-3,-7.068699002E-3,1.125853290E-1
3.569123458E0,7.955241049E-2,-6.425313419E-3,2.512548566E-3,7.985100855E-2
3.579067458E0,1.154130278E-2,-2.495465560E-2,-3.623519540E-3,2.773204644E-2
3.589011458E0,-6.080501284E-3,-8.170122569E-3,-1.375265121E-3,1.027690385E-2
3.598955458E0,6.589112659E-2,-1.608040036E-2,-6.310315132E-3,6.811783845E-2
3.608899458E0,1.094915890E-1,9.396978049E-4,1.809303939E-2,1.109804000E-1
3.618844458E0,7.132310313E-3,-8.547299956E-3,-1.304104507E-2,1.714628366E-2
3.628788458E0,-1.400801465E-2,3.198389960E-2,-1.274283707E-2,3.716953329E-2
3.638732458E0,8.660045237E-2,4.312404684E-2,2.707319319E-2,1.004603382E-1
3.648676458E0,-5.818247724E-2,3.815709752E-2,-1.648739398E-2,7.150523694E-2
3.658620458E0,-7.244971084E-2,2.325745557E-2,-1.753872335E-2,7.808634104E-2
3.668564458E0,-8.844672899E-2,9.226157125E-3,-3.921727538E-3,8.901306528E-2
3.678508458E0,-6.306346791E-2,2.486609769E-2,1.315623522E-3,6.780158306E-2
3.688452458E0,6.725193355E-3,5.139684286E-3,6.106247306E-3,1.043699365E-2
3.698396458E0,-8.162174011E-2,-1.144957458E-2,-1.290305078E-2,8.342475613E-2
3.708340458E0,-1.014981163E-2,-5.791602693E-2,-4.370793700E-3,5.896090814E-2
3.718284458E0,2.246658311E-2,5.418473133E-3,-1.527292728E-3,2.316117076E-2
3.728228458E0,4.531956668E-2,3.073418973E-2,1.298958957E-2,5.627773076E-2
3.738172458E0,3.792278863E-2,4.224567628E-3,-2.786549091E-2,4.724902595E-2
3.748116458E0,-2.056224091E-2,-5.937026601E-2,-1.213998914E-2,6.399229308E-2
3.758060458E0,-4.950810998E-2,-8.459864896E-2,-2.998452187E-3,9.806617702E-2
3.768004458E0,-5.243733661E-2,-7.132734693E-2,1.092844605E-2,8.920031180E-2
3.777949458E0,-2.800463181E-2,-2.497047963E-2,8.386076689E-3,3.844620316E-2
3.787893458E0,-1.999828152E-2,-2.651239953E-2,-2.304563105E-2,4.042202003E-2
3.797837458E0,-3.186305410E-2,-6.011668593E-5,-1.660492301E-2,3.593022820E-2
3.807781458E0,-5.789331415E-2,7.476272774E-3,-1.704872668E-2,6.081274175E-2
3.817725458E0,4.919935415E-2,-4.047963442E-4,-1.524778426E-2,5.150956449E-2
3.827669458E0,5.756074919E-2,-3.564517479E-4,-4.616961479E-3,5.774671626E-2
3.837613458E0,-3.008809067E-2,2.128802655E-2,8.405957222E-3,3.780388064E-2
3.847557458E0,1.569537491E-2,1.369670067E-2,-7.011396289E-3,2.197962877E-2
3.857501458E0,-2.224214139E-2,-1.822552451E-2,3.762683272E-3,2.900069625E-2
3.867445458E0,-9.670090528E-2,-4.409303097E-4,-8.065064549E-3,9.703764614E-2
3.877389458E0,-1.700141448E-2,-2.229356035E-3,-2.824205160E-4,1.714928232E-2
3.887333458E0,-4.934662633E-2,-2.425389878E-2,-3.424129486E-3,5.509143126E-2
3.897277458E0,-3.337041604E-2,-4.201987325E-2,-1.898941755E-2,5.691970128E-2
3.907221458E0,-3.319855815E-2,-8.791814069E-3,1.199848652E-2,3.637861923E-2
3.917165458E0,9.044651329E-2,-2.169824070E-3,-1.314746439E-2,9.142284026E-2
3.927109458E0,7.162648683E-2,4.551226898E-2,1.784102440E-2,8.671806268E-2
3.937054458E0,-4.162401218E-2,4.732472768E-2,6.613200903E-3,6.337130791E-2
3.946998458E0,-3.602803951E-2,9.914638446E-2,-4.609944820E-3,1.055901358E-1
3.956942458E0,1.415533251E-2,4.151236691E-2,-1.748025119E-2,4.721450229E-2
3.966886458E0,4.286914935E-2,1.841823138E-2,1.889761627E-2,5.033999517E-2
3.976830458E0,-3.681256226E-2,1.889546467E-2,-5.349617600E-3,4.172315585E-2
3.986774458E0,-1.105431103E-1,-5.717969346E-3,-1.156579256E-3,1.106969380E-1
3.996718458E0,-2.425753502E-2,1.183686582E-2,1.351350009E-2,3.018532893E-2
4.006662458E0,5.836704826E-2,2.700426914E-2,-5.646656156E-3,6.455871436E-2
4.016606458E0,-6.773104435E-2,3.243646952E-3,-8.192533851E-3,6.830178054E-2
4.026550458E0,-1.692471089E-1,-2.724548506E-2,1.395847321E-2,1.719934281E-1
4.036494458E0,-1.380872784E-1,-9.516389156E-3,9.338003397E-4,1.384179544E-1
4.046438458E0,-1.913183837E-2,1.666408496E-2,-2.466121674E-2,3.538212229E-2
4.056382458E0,-2.549823652E-2,-3.790369382E-2,-1.059281588E-2,4.689411284E-2
4.066326458E0,-1.764083218E-1,-5.057899098E-2,1.982206106E-3,1.835267269E-1
4.076270458E0,-1.937413693E-1,-5.242941546E-2,-2.810756564E-3,2.007298238E-1
4.086214458E0,-1.031721833E-1,-2.987904358E-2,-6.853521466E-3,1.076300488E-1
4.096159458E0,-7.851140510E-2,2.028191260E-2,-5.806285143E-3,8.129643078E-2
4.106103458E0,-1.740100132E-1,-4.183957801E-2,-6.406794190E-3,1.790840082E-1
4.116047458E0,-2.174501295E-1,-5.299650859E-2,5.265417695E-3,2.238770050E-1
4.125991458E0,-1.400682420E-1,-7.042148989E-2,1.020163715E-2,1.571062445E-1
4.135935458E0,-1.326420588E-1,-3.559491615E-2,9.603466988E-3,1.376704050E-1
4.145879458E0,-1.687806473E-1,-4.884237250E-2,-3.215734720E-2,1.786241283E-1
4.155823458E0,-1.711144537E-1,-5.001132227E-2,-4.038613379E-2,1.827903948E-1
4.165767458E0,-1.167138231E-1,8.525560191E-3,1.021099269E-2,1.174694260E-1
4.175711458E0,6.392909337E-2,2.971222891E-2,-1.194352269E-2,7.150100182E-2
4.185655458E0,1.268008000E-1,5.906419168E-2,-7.303172350E-3,1.400726881E-1
4.195599458E0,-8.011685866E-3,7.271636215E-2,6.471698284E-3,7.344208135E-2
4.205543458E0,-1.907560734E-1,1.067021748E-1,3.776131868E-3,2.186035059E-1
4.215487458E0,-6.946007059E-2,1.890783976E-2,-2.706559181E-2,7.690743833E-2
4.225431458E0,5.345494857E-2,-6.726115662E-2,1.663883686E-2,8.751197409E-2
4.235375458E0,-6.224545615E-2,-3.591098556E-2,4.055628777E-3,7.197599475E-2
4.245319458E0,-1.346801241E-1,1.875045829E-2,-2.349528193E-2,1.379939991E-1
4.255263458E0,-1.414328816E-1,-5.838463102E-3,-2.603765130E-2,1.439281311E-1
4.265208458E0,-5.756497929E-2,-6.390984781E-2,-3.037043810E-2,9.121709817E-2
4.275152458E0,-2.280936699E-2,-1.116298336E-1,-1.479754865E-2,1.148932305E-1
4.285096458E0,-1.495140808E-1,-1.044432127E-1,1.713234186E-4,1.823811240E-1
4.295040458E0,-1.273459889E-1,-1.069383292E-1,-1.359886944E-2,1.668464456E-1
4.304984458E0,7.845798531E-3,-6.710222656E-2,1.169969380E-2,6.856491959E-2
4.314927833E0,-4.545951156E-2,-1.740953643E-3,-1.569217265E-2,4.812320016E-2
4.324871833E0,-1.863449339E-1,2.776086687E-2,-2.871333718E-2,1.905769027E-1
4.334815833E0,-1.634438935E-1,3.816743522E-2,7.963907719E-3,1.680300071E-1
4.344759833E0,-7.550813353E-2,4.907965068E-2,-5.205776095E-3,9.020748553E-2
4.354703833E0,-5.171839404E-3,-5.108890473E-2,6.775168777E-3,5.179504823E-2
4.364647833E0,-6.684148185E-2,5.269730017E-3,5.129762292E-3,6.724483781E-2
4.374591833E0,-1.126678240E-1,7.274656667E-2,-3.887696743E-2,1.396335208E-1
4.384535833E0,-6.176633164E-3,-2.558298003E-2,-5.496382713E-3,2.688586780E-2
4.394479833E0,1.096702854E-1,-9.854896347E-2,-1.282996058E-2,1.480002621E-1
4.404423833E0,7.596126990E-4,-1.026437595E-1,-2.120843589E-2,1.048146751E-1
4.414367833E0,-8.537928879E-2,-4.583597175E-2,-3.273563683E-2,1.022848042E-1
4.424312833E0,-6.685639682E-2,-2.108426022E-2,2.369408727E-2,7.399819995E-2
4.434256833E0,-2.119115006E-2,5.004916015E-2,1.755977333E-2,5.711680061E-2
4.444200833E0,-1.690198897E-2,7.847935505E-2,-2.809704065E-2,8.505368948E-2
4.454144833E0,-4.128845053E-2,3.614059841E-2,-4.321794033E-2,6.984747216E-2
4.464088833E0,-2.710786079E-2,1.474693369E-2,2.922613800E-2,4.250265064E-2
4.474032833E0,1.982059012E-2,3.529989671E-2,1.829593778E-3,4.052512694E-2
4.483976833E0,1.150991145E-1,3.704513070E-2,-1.583425999E-2,1.219461835E-1
4.493920833E0,5.204388295E-2,-2.039929545E-2,3.685032248E-2,6.695254495E-2
4.503864833E0,-7.633083221E-4,1.906996752E-2,-9.706377983E-3,2.141168079E-2
4.513808833E0,3.236395034E-2,7.376288127E-2,-1.883329690E-2,8.272291706E-2
4.523752833E0,1.551582428E-1,3.410585416E-2,-1.209555030E-2,1.593222895E-1
4.533696833E0,8.803760662E-2,-6.993539440E-3,-1.374154150E-2,8.937762436E-2
4.543640833E0,-5.607463822E-2,-4.217821859E-2,-1.762993991E-2,7.234764652E-2
4.553584833E0,4.524601510E-2,-5.492860680E-2,2.039216459E-2,7.402833311E-2
4.563528833E0,3.058838393E-1,2.142707608E-2,1.964138210E-2,3.072618209E-1
4.573472833E0,1.485016080E-1,6.280842424E-2,-1.883095801E-2,1.623337017E-1
4.583416833E0,-6.979461355E-2,-6.468989379E-3,-3.035874367E-2,7.638579201E-2
4.593361833E0,-2.748584216E-3,-5.973430086E-2,1.483964860E-2,6.161133488E-2
4.603305833E0,2.076942420E-2,4.546946097E-2,-1.225693345E-2,5.146914882E-2
4.613249833E0,5.487362013E-2,-2.280214477E-2,-2.303393662E-2,6.373079497E-2
4.623193833E0,-5.848928704E-3,-8.395779412E-3,1.768665791E-2,2.043323143E-2
4.633137833E0,1.330241561E-5,-2.036734590E-2,-7.607227564E-3,2.174163902E-2
4.643081833E0,1.467180702E-1,-2.644492814E-2,1.334919333E-2,1.496787470E-1
4.653025833E0,1.945020738E-1,-1.161828137E-1,1.514604270E-2,2.270658617E-1
4.662969833E0,-2.035943845E-2,-1.094220163E-1,-1.957823217E-2,1.130088119E-1
4.672913833E0,-7.734044535E-2,-3.899806418E-2,-1.748317480E-2,8.836319878E-2
4.682857833E0,1.752091858E-1,3.518340921E-2,1.754106224E-2,1.795656424E-1
4.692801833E0,9.761423123E-2,8.407943448E-2,-6.559991241E-3,1.289997013E-1
4.702745833E0,-7.401184932E-2,1.325903932E-1,-1.793457985E-2,1.529039416E-1
4.712689833E0,9.311188431E-4,5.213744754E-2,3.056631982E-2,6.044402639E-2
4.722633833E0,-4.466242187E-2,-1.234855201E-2,-1.957472384E-2,5.030296688E-2
4.732577833E0,9.686395124E-2,9.581713518E-4,-3.423895597E-2,1.027416627E-1
4.742521833E0,4.513352472E-2,-4.589835880E-4,4.233384132E-3,4.533395263E-2
4.752466833E0,-2.034693089E-2,-2.317114519E-2,1.388128996E-3,3.086788733E-2
4.762410833E0,-7.600071577E-2,9.666415919E-3,-2.351750135E-3,7.664906472E-2
4.772354833E0,3.298661029E-2,-2.957658721E-2,-9.981197119E-3,4.541492338E-2
4.782298833E0,1.159488246E-1,-5.441750990E-2,-1.301005483E-3,1.280901554E-1
4.792242833E0,4.009769247E-3,9.877422745E-3,-2.031147301E-2,2.293899879E-2
4.802186833E0,1.875320831E-3,8.903271136E-2,1.725805700E-2,9.070932175E-2
4.812130833E0,6.940110507E-2,1.293526528E-1,2.758540928E-2,1.493639079E-1
4.822074833E0,7.420936187E-2,1.036151738E-1,1.396198153E-2,1.282110392E-1
4.832018833E0,2.672990682E-3,7.726452291E-2,-1.972090423E-2,7.978637380E-2
4.841962833E0,-5.813796988E-2,4.301010836E-2,6.309145689E-4,7.232075093E-2
4.851906833E0,-2.987630269E-2,1.286959831E-2,-2.541375339E-2,4.128049037E-2
4.861850833E0,8.565811875E-2,-2.564292770E-2,-3.019969940E-2,9.437634711E-2
4.871794833E0,2.788551763E-2,1.660041426E-2,-1.537232995E-2,3.590939118E-2
4.881738833E0,4.055524623E-2,-2.787192285E-2,1.741359293E-2,5.219966761E-2
4.891682833E0,8.606235322E-2,-8.579054905E-2,2.744566083E-2,1.245793372E-1
4.901626833E0,7.128369838E-2,-8.419771269E-3,-2.284857988E-2,7.532805457E-2
4.911570833E0,9.459488438E-3,-5.903765080E-2,-2.015535235E-2,6.309646870E-2
4.921515833E0,-6.208431511E-2,8.036728394E-3,-1.461745441E-2,6.428624393E-2
4.931459833E0,-6.210303077E-2,-6.103958669E-3,4.390674233E-3,6.255655651E-2
4.941403833E0,2.060888615E-2,-3.724383096E-2,1.427422285E-2,4.489523996E-2
4.951347833E0,7.063222719E-2,-2.052655462E-2,-3.452020705E-2,8.125205017E-2
4.961291833E0,-4.403420250E-2,-1.706682564E-2,2.924601853E-2,5.554833145E-2
4.971235833E0,-2.761839580E-2,-3.667480095E-2,-2.973016798E-2,5.469643224E-2
4.981179833E0,1.753552109E-2,1.716482132E-3,-9.370747805E-3,1.995624526E-2
4.991123833E0,-1.846747133E-3,-1.241632489E-2,4.997615218E-3,1.351117155E-2
5.001067833E0,-9.115372488E-2,2.328498317E-3,-1.506242752E-2,9.241915487E-2
5.011011833E0,-1.083413047E-1,-2.142648222E-2,-2.038339376E-3,1.104585319E-1
5.020955833E0,4.264584510E-3,-1.153572965E-2,1.562668383E-2,1.988599978E-2
5.030899833E0,3.880792460E-3,-1.891199220E-2,-2.688666701E-2,3.310010366E-2
5.040843833E0,-1.606520673E-2,-1.500071199E-3,1.457476974E-2,2.174315970E-2
5.050787833E0,-4.772881596E-2,1.386880981E-2,-3.856589556E-2,6.291034937E-2
5.060731833E0,-8.880341828E-2,2.641933744E-2,1.322932541E-2,9.358976194E-2
5.070675833E0,5.356095219E-3,1.420807166E-2,3.349869847E-3,1.554923420E-2
5.080620833E0,2.022532251E-2,2.291395450E-2,-5.008549511E-2,5.867426865E-2
5.090564833E0,-5.247410098E-3,1.758793589E-2,1.846843064E-2,2.603754466E-2
5.100508833E0,2.993620468E-2,-9.509578063E-3,1.876897752E-2,3.659074941E-2
5.110452833E0,2.161084676E-1,-1.573533241E-1,-4.155674636E-2,2.705363220E-1
5.120396833E0,-7.293928267E-2,2.654076309E-2,2.356194019E-2,8.111544913E-2
5.130340833E0,-1.501764699E-1,7.099033261E-2,-9.212288260E-3,1.663654582E-1
5.140284833E0,-1.067965160E-2,1.012767444E-2,-2.612068176E-2,2.998190727E-2
5.150228833E0,9.774697216E-2,1.646356657E-3,-2.866363585E-2,1.018763225E-1
5.160172833E0,6.881877264E-2,1.951983767E-2,1.400174260E-2,7.289098934E-2
5.170116833E0,6.786082056E-3,-1.467930699E-2,-8.446303010E-3,1.824480742E-2
5.180060833E0,-1.411292649E-2,-5.653069820E-3,3.751164258E-2,4.047536561E-2
5.190004833E0,3.594581761E-2,1.253580452E-2,-4.391434371E-2,5.811813643E-2
5.199948833E0,-1.852623128E-2,-7.973030289E-3,1.252122760E-2,2.373966297E-2
5.209892833E0,-2.240894236E-2,-3.418218317E-2,-2.654869795E-2,4.873823659E-2
5.219836833E0,-7.851384449E-2,-2.344158805E-2,-2.280589521E-2,8.505316386E-2
5.229780833E0,-2.112911933E-2,1.514262574E-2,-9.181882739E-3,2.756892759E-2
5.239725833E0,1.636707838E-2,2.217876306E-4,9.824491739E-3,1.909060194E-2
5.249669833E0,-5.029776275E-2,-4.492954826E-3,-8.000745177E-3,5.112791316E-2
5.259613833E0,-6.407132233E-2,1.360067843E-2,3.092066109E-2,7.243065705E-2
5.269557833E0,9.710180501E-2,-5.226433212E-3,-8.238726854E-2,1.274509245E-1
5.279501833E0,8.589547003E-2,-4.197099418E-3,2.673814774E-2,9.005873616E-2
5.289445833E0,6.420356076E-2,2.158033251E-2,1.176752150E-2,6.874796381E-2
5.299389833E0,1.232138073E-1,1.624179721E-2,1.311004221E-2,1.249692422E-1
5.309333833E0,9.633164448E-2,-2.487971988E-3,-9.350867271E-3,9.681639557E-2
5.319277833E0,4.990917415E-2,1.165019346E-2,-2.178087831E-2,5.568715590E-2
5.329221833E0,-2.115627690E-2,-1.905570122E-2,6.788500428E-2,7.361441169E-2
5.339165833E0,1.369630964E-1,-3.392545385E-2,-8.031033754E-2,1.623563257E-1
5.349109833E0,9.092425821E-2,-6.524415045E-2,3.927574754E-2,1.186027160E-1
5.359053833E0,-1.093789113E-1,1.502274868E-1,-3.602586508E-2,1.892878945E-1
5.368997833E0,6.460236828E-3,1.137135254E-1,-1.761064410E-2,1.152503159E-1
5.378941833E0,2.325767302E-1,-5.310290964E-2,-2.254510939E-2,2.396249912E-1
5.388885833E0,1.094350081E-1,-1.847825213E-3,-6.668164730E-3,1.096535447E-1
5.398829833E0,1.380746886E-1,-1.658106363E-2,8.012439609E-3,1.392973456E-1
5.408774833E0,1.867165975E-1,-1.211649521E-2,3.827587366E-3,1.871484643E-1
5.418718833E0,1.349606260E-1,2.129174501E-2,-2.984769702E-2,1.398520432E-1
5.428662833E0,5.905632991E-3,-8.161625834E-3,3.212752640E-2,3.366996570E-2
5.438606833E0,3.173113543E-2,-9.187122392E-3,-1.068461716E-2,3.471929172E-2
5.448550833E0,7.990527168E-2,2.137863098E-2,4.140647292E-2,9.250078002E-2
5.458494833E0,1.079637938E-1,-3.296728707E-3,-3.598493457E-2,1.138506245E-1
5.468438833E0,-4.649424490E-2,3.247260349E-2,-2.326373219E-2,6.129752052E-2
5.478382833E0,-5.038535678E-2,1.306701493E-2,1.280364811E-2,5.360377283E-2
5.488326833E0,-3.841379029E-2,5.116138279E-2,2.627446353E-2,6.916251736E-2
5.498270833E0,7.736417226E-2,-1.659672320E-2,-5.634610891E-2,9.713676111E-2
5.508214833E0,6.277966782E-2,-8.553690780E-2,3.227136791E-2,1.109021662E-1
5.518158833E0,-1.508387218E-1,-1.243576689E-2,1.924961865E-2,1.525697091E-1
5.528102833E0,3.359417254E-3,-1.529408233E-2,-1.278493702E-2,2.021507490E-2
5.538046833E0,8.620621299E-2,-9.081433970E-3,-2.147389948E-2,8.930348235E-2
5.547990833E0,-6.363247509E-2,8.495839890E-3,-2.465186119E-3,6.424444197E-2
5.557934833E0,-1.670611090E-1,6.867589958E-2,-3.359517753E-2,1.837237853E-1
5.567879833E0,1.069186040E-1,-4.370917954E-2,4.229934275E-2,1.230094088E-1
5.577823833E0,1.743221632E-1,3.641307866E-4,-9.339757562E-3,1.745725644E-1
5.587767833E0,1.291855138E-1,1.435302779E-2,-3.912781298E-2,1.357420058E-1
5.597711833E0,-2.791278027E-3,4.027827093E-3,-1.410933137E-3,5.099544728E-3
5.607655833E0,-2.554528833E-2,-3.582051361E-2,-3.062186837E-3,4.410269764E-2
5.617599833E0,-2.892961107E-2,-1.101978596E-2,1.130617619E-2,3.295736184E-2
5.627543833E0,8.610271728E-3,9.495626972E-3,-2.312339902E-2,2.643851912E-2
5.637487833E0,7.387453111E-2,-2.254345573E-2,-1.818484068E-2,7.934949385E-2
5.647431833E0,-1.756312177E-2,-2.260698481E-2,4.617897034E-2,5.433264497E-2
5.657375833E0,-5.006967109E-2,6.593873114E-3,-2.358065128E-2,5.573596900E-2
5.667319833E0,2.913671671E-2,8.922622679E-3,-9.813382030E-3,3.201349595E-2
5.677263833E0,4.380804773E-2,3.629832705E-2,-2.464016676E-2,6.199880169E-2
5.687207833E0,-1.130522236E-1,3.167396519E-2,3.945701122E-3,1.174717578E-1
5.697151833E0,-2.606017679E-2,-1.140538242E-2,-2.659898400E-2,3.894510896E-2
5.707095833E0,-1.707849266E-2,2.065853724E-2,2.024072170E-2,3.358774907E-2
5.717039833E0,-7.678368079E-2,6.077204003E-2,-1.583659887E-2,9.919562666E-2
5.726984833E0,6.480132436E-2,-4.863663730E-3,-5.160927951E-2,8.298424306E-2
5.736928833E0,1.762698707E-1,-1.099219898E-1,2.952902377E-2,2.098234362E-1
5.746872833E0,2.957952544E-1,-1.335273547E-1,-1.058053672E-2,3.247096160E-1
5.756816833E0,1.625890489E-1,3.807196115E-2,-2.838530838E-2,1.693824040E-1
5.766760833E0,1.682437998E-1,5.281579308E-2,-5.626775622E-3,1.764288660E-1
5.776704833E0,1.449721921E-1,-7.166448003E-4,-1.056182563E-2,1.453581860E-1
5.786648833E0,3.442948384E-2,2.763375388E-2,-1.086061835E-2,4.546390593E-2
5.796592833E0,1.158886622E-2,-1.545589488E-2,2.446416557E-2,3.117181265E-2
5.806536833E0,6.329647489E-3,2.163797327E-2,-2.179841995E-3,2.264990145E-2
5.816480833E0,7.092250034E-2,-1.703206668E-2,5.006970763E-3,7.311061555E-2
5.826424833E0,-1.134347503E-2,1.320520108E-2,-1.549862981E-2,2.330792327E-2
5.836368833E0,-1.164573862E-1,7.281240723E-3,-1.040687442E-2,1.171479504E-1
5.846312833E0,-7.907280176E-2,-1.680510792E-2,1.998052061E-2,8.327148872E-2
5.856256833E0,-2.271977212E-2,8.972205240E-3,7.858657837E-3,2.566022243E-2
5.866200833E0,-3.514521501E-2,1.341835036E-2,-6.444099426E-2,7.461822838E-2
5.876144833E0,-7.873325212E-2,1.774344442E-2,-3.815308213E-3,8.079796647E-2
5.886088833E0,-8.077246858E-2,-3.485268978E-2,-5.912119746E-3,8.816946651E-2
5.896033833E0,-7.692119999E-2,1.273061730E-2,2.173410058E-3,7.799784187E-2
5.905977833E0,-1.104636338E-2,-1.387044063E-2,-2.836075008E-2,3.344762192E-2
5.915921833E0,-6.894698655E-2,-3.304921204E-2,6.782770157E-4,7.646173835E-2
5.925865833E0,-1.889850797E-1,-9.530075295E-3,1.924201727E-2,1.902010460E-1
5.935809833E0,-7.528968978E-2,-9.891081476E-3,-3.883603692E-2,8.529131634E-2
